Date: Time,TimeSinceLoad(s),PPID,TimeStamp (Shimmer),Start,End,Peaks Number,Average Peak Amplitude,Mean,Median,Min Value,Max Value,Max Absolute Amplitude,Variance,Standard Deviation,Absolute Deviation,Kurtosis,Skewness,FP2 Theta,FP2 Alpha-Low,FP2 Alpha-High,FP2 Beta,FP2 Gamma,F4 Theta,F4 Alpha-Low,F4 Alpha-High,F4 Beta,F4 Gamma,F8 Theta,F8 Alpha-Low,F8 Alpha-High,F8 Beta,F8 Gamma,C4 Theta,C4 Alpha-Low,C4 Alpha-High,C4 Beta,C4 Gamma,P7 Theta,P7 Alpha-Low,P7 Alpha-High,P7 Beta,P7 Gamma,P4 Theta,P4 Alpha-Low,P4 Alpha-High,P4 Beta,P4 Gamma,P8 Theta,P8 Alpha-Low,P8 Alpha-High,P8 Beta,P8 Gamma,O2 Theta,O2 Alpha-Low,O2 Alpha-High,O2 Beta,O2 Gamma,FP1 Theta,FP1 Alpha-Low,FP1 Alpha-High,FP1 Beta,FP1 Gamma,Fz Theta,Fz Alpha-Low,Fz Alpha-High,Fz Beta,Fz Gamma,F3 Theta,F3 Alpha-Low,F3 Alpha-High,F3 Beta,F3 Gamma,F7 Theta,F7 Alpha-Low,F7 Alpha-High,F7 Beta,F7 Gamma,Cz Theta,Cz Alpha-Low,Cz Alpha-High,Cz Beta,Cz Gamma,O1 Theta,O1 Alpha-Low,O1 Alpha-High,O1 Beta,O1 Gamma,Pz Theta,Pz Alpha-Low,Pz Alpha-High,Pz Beta,Pz Gamma,P3 Theta,P3 Alpha-Low,P3 Alpha-High,P3 Beta,P3 Gamma,Mean PLF,Onsets,Average Heart Rate,Mean,Median,Min Value,Max Value,Max Absolute Amplitude,Variance,Standard Deviation,Absolute Deviation,Kurtosis,Skewness,BPM,IBI,SDNN,SDSD,RMSSD,PNN20,PNN50,HR_Mad,Breathing Rate,LF,HF,LF/HF,Past_experience,Label
0:26/12/2019 11:51:17.367,252.7504, 5B,503945.2534,16640,17279,94,0.622340426,3257.13125,3254,3249,3274,16.86875,53.29730047,7.300500015,5.9125,-0.542383255,0.850577133,0.003344093,0.003998467,0.003574684,0.001657125,0.001031211,0.001936921,0.002371494,0.001809706,0.001003483,0.000601906,0.003834609,0.004211022,0.003157911,0.001675973,0.00128601,0.000847013,0.001800535,0.002839194,0.001195206,0.000451216,0.001480035,0.001924938,0.002777805,0.00318838,0.002713999,0.000668767,0.000861382,0.001283713,0.000708391,0.000448624,0.002352461,0.002996909,0.003774318,0.010035952,0.012529814,0.001821932,0.00258262,0.003693813,0.004477533,0.004202594,0.003815271,0.004035813,0.004257334,0.001982607,0.000843081,0.00103796,0.001770176,0.002215372,0.000927506,0.00033769,0.001602635,0.002498072,0.002891833,0.001319364,0.000468166,0.00311474,0.004475363,0.004250074,0.002792569,0.001378598,0.000169538,0.000315017,0.000456809,0.000195673,7.12E-05,0.002244031,0.003500028,0.004544375,0.00822146,0.008014561,0.000308767,0.000372505,0.000423944,0.000269953,0.000142464,0.000656158,0.000909398,0.001223819,0.001750703,0.001263979,0.865710671,85,85.28068207,1397.610463,1326.007324,1195.60437,1964.835205,567.2247422,30472.90216,174.5648938,114.5758927,1.136234342,1.517698078,85.28710726,703.5060976,32.96328683,23.4575357,30.49334734,0.320987654,0.037037037,15.625,0.242861604,10651.9147,20364.55481,0.523061506,1,2
0:26/12/2019 11:51:19.890,255.2743, 5B,503947.7792,16960,17599,78,0.615384615,3247.717188,3250,3236,3255,11.7171875,21.19219239,4.603497843,3.5953125,-0.340727031,-0.872012911,0.004107376,0.003841109,0.002639705,0.001490501,0.001007964,0.002051985,0.002389963,0.001776274,0.001107234,0.000683779,0.004151485,0.004108579,0.003461758,0.002032714,0.001692252,0.001057288,0.001548683,0.002106447,0.001063484,0.000561672,0.001988692,0.002782104,0.00358447,0.003899295,0.003642923,0.000757376,0.000777071,0.000923619,0.00076258,0.000654203,0.00359967,0.004585508,0.00502504,0.01300092,0.015550728,0.002514274,0.002620028,0.003113605,0.005075124,0.005002955,0.004971509,0.004017866,0.003090381,0.001594939,0.00097097,0.001312205,0.001471468,0.001544632,0.000728654,0.000353348,0.002244518,0.002240415,0.001559714,0.001108886,0.000653839,0.00470359,0.004449466,0.003045145,0.00277244,0.001666433,0.000218299,0.000254688,0.000315502,0.000169155,7.58E-05,0.002987645,0.003922591,0.004362754,0.010331782,0.010331562,0.000390673,0.000377438,0.000362178,0.000323677,0.000188526,0.000872332,0.001206436,0.001466233,0.001983323,0.001628983,0.878823795,85,85.28068207,1397.610463,1326.007324,1195.60437,1964.835205,567.2247422,30472.90216,174.5648938,114.5758927,1.136234342,1.517698078,85.28710726,703.5060976,32.96328683,23.4575357,30.49334734,0.320987654,0.037037037,15.625,0.242861604,10651.9147,20364.55481,0.523061506,1,2
0:26/12/2019 11:51:22.392,257.775, 5B,503950.2838,17280,17919,104,0.629807692,3238.532813,3237,3228,3251,12.4671875,42.77826438,6.540509489,5.7078125,-1.29505943,0.31393698,0.007726996,0.003796897,0.002170531,0.001246467,0.000851729,0.001770709,0.001384349,0.001574038,0.00096737,0.000581775,0.00462264,0.002815019,0.002174617,0.001743119,0.001426563,0.000588272,0.000875966,0.00118495,0.000861289,0.000515621,0.00196386,0.002654778,0.00313047,0.003016074,0.004522492,0.000821344,0.00076143,0.000688831,0.000664382,0.000594255,0.003613993,0.004342303,0.00535025,0.011752933,0.01263384,0.002796434,0.0020874,0.001725583,0.003738422,0.004780935,0.010346416,0.004953324,0.002826377,0.001295279,0.000783696,0.001611575,0.001296092,0.001161806,0.000576228,0.000284423,0.002058244,0.00167127,0.001423645,0.000965521,0.000588816,0.005350747,0.004171262,0.002840061,0.002622721,0.001861049,0.000299196,0.000262687,0.000235316,0.000135635,7.28E-05,0.003258394,0.005202908,0.005613945,0.010684198,0.013755165,0.000295816,0.000268316,0.000322429,0.000289245,0.00020815,0.000923912,0.001151749,0.001431783,0.002037115,0.001899348,0.897289872,85,85.28068207,1397.610463,1326.007324,1195.60437,1964.835205,567.2247422,30472.90216,174.5648938,114.5758927,1.136234342,1.517698078,85.28710726,703.5060976,32.96328683,23.4575357,30.49334734,0.320987654,0.037037037,15.625,0.242861604,10651.9147,20364.55481,0.523061506,1,2
0:26/12/2019 11:51:24.882,260.2656, 5B,503952.7749,17600,18239,91,0.631868132,3228.101563,3229,3217,3238,11.1015625,31.00844826,5.568522987,4.7796875,-1.115609681,-0.272500132,0.006996019,0.003096313,0.001909039,0.001336266,0.000634817,0.001344755,0.001251449,0.001517477,0.000825217,0.000413973,0.004208193,0.002817934,0.002671962,0.001588004,0.000875519,0.000433047,0.000918253,0.001455217,0.000824976,0.000550832,0.001724174,0.001929113,0.0026939,0.002372278,0.002882368,0.000953307,0.000885863,0.000841705,0.000636231,0.000326379,0.002852859,0.003761895,0.005229725,0.011140795,0.010449848,0.002693257,0.002523179,0.001827274,0.003308619,0.003784702,0.009062414,0.004468206,0.002355028,0.001245619,0.000636195,0.001503682,0.001135768,0.000818011,0.00051742,0.000216313,0.001868125,0.001434207,0.001246508,0.000850367,0.000379657,0.003680862,0.003012188,0.002331025,0.002386439,0.001452304,0.000283047,0.000245424,0.000209334,0.00012257,5.52E-05,0.003241916,0.004649578,0.004786926,0.008851827,0.011256466,0.000268134,0.00023436,0.000249167,0.000238391,0.000153763,0.000811136,0.001029624,0.001001384,0.001550902,0.00167279,0.89273384,85,85.28068207,1397.610463,1326.007324,1195.60437,1964.835205,567.2247422,30472.90216,174.5648938,114.5758927,1.136234342,1.517698078,85.28710726,703.5060976,32.96328683,23.4575357,30.49334734,0.320987654,0.037037037,15.625,0.242861604,10651.9147,20364.55481,0.523061506,1,2
0:26/12/2019 11:51:27.384,262.768, 5B,503955.2751,17920,18559,93,0.623655914,3217.946875,3218,3207,3230,12.053125,39.9032766,6.316904036,5.425,-1.144279997,0.082121034,0.005516307,0.003609003,0.002554518,0.001407644,0.00081268,0.002833216,0.002269781,0.001827903,0.000967514,0.000575588,0.004748324,0.003357689,0.002865976,0.001724951,0.001258742,0.000819876,0.001232749,0.001714512,0.001037585,0.000697371,0.002784118,0.002788468,0.003087065,0.002969219,0.002349598,0.000701845,0.000949931,0.001163087,0.00069548,0.000455134,0.003545839,0.004290276,0.006302316,0.010624831,0.018622783,0.00239117,0.004605453,0.005478612,0.005039202,0.004798575,0.005199441,0.004305034,0.003386289,0.001538882,0.00082483,0.002094329,0.001932048,0.001145815,0.000614033,0.000296273,0.001280208,0.001557485,0.001666521,0.000838511,0.000424206,0.002573143,0.002691604,0.002309798,0.002573625,0.001471045,0.000526308,0.000557295,0.000437927,0.0001737,6.60E-05,0.003456286,0.005772154,0.006385319,0.011962671,0.009269259,0.000361238,0.000452174,0.000593928,0.000367874,0.000151668,0.000960416,0.00129411,0.001918072,0.001561778,0.001707133,0.884991957,85,85.28068207,1397.610463,1326.007324,1195.60437,1964.835205,567.2247422,30472.90216,174.5648938,114.5758927,1.136234342,1.517698078,85.28710726,703.5060976,32.96328683,23.4575357,30.49334734,0.320987654,0.037037037,15.625,0.242861604,10651.9147,20364.55481,0.523061506,1,2
0:26/12/2019 11:51:29.875,265.2587, 5B,503957.7641,18240,18879,91,0.67032967,3207.948438,3207.5,3199,3219,11.0515625,28.6843481,5.355777077,4.6390625,-1.164771544,0.205091193,0.008985169,0.005740238,0.005005782,0.001959757,0.001218485,0.003539967,0.002572991,0.002186102,0.001414869,0.001033269,0.006997993,0.004012578,0.002734449,0.002749782,0.002489267,0.000967929,0.001146688,0.001536599,0.001216485,0.001195068,0.002828163,0.004278646,0.004567129,0.005257197,0.00362437,0.000640269,0.001055715,0.001579504,0.000834691,0.0006105,0.005843656,0.006257283,0.0124204,0.017902592,0.030708227,0.002793862,0.005510065,0.009253707,0.007277679,0.006547176,0.009339399,0.006677291,0.006478432,0.002282553,0.001227936,0.002896445,0.002851033,0.002602308,0.00103547,0.000426308,0.001949403,0.00245528,0.002878483,0.001134857,0.000558998,0.004652431,0.004195198,0.004613441,0.003584678,0.001711967,0.000584253,0.000676081,0.000599626,0.000262583,8.68E-05,0.003929899,0.006029907,0.010756644,0.018801703,0.015431868,0.000395048,0.000534673,0.000806173,0.000540103,0.000230793,0.000901351,0.001625536,0.002335043,0.002561924,0.00272961,0.900692457,85,85.28068207,1397.610463,1326.007324,1195.60437,1964.835205,567.2247422,30472.90216,174.5648938,114.5758927,1.136234342,1.517698078,85.28710726,703.5060976,32.96328683,23.4575357,30.49334734,0.320987654,0.037037037,15.625,0.242861604,10651.9147,20364.55481,0.523061506,1,2
0:26/12/2019 11:51:32.388,267.7711, 5B,503960.275,18560,19199,87,0.632183908,3200.120313,3200,3193,3210,9.8796875,14.67564309,3.830880198,3.2578125,-0.941589069,0.241676966,0.007935416,0.004681272,0.004459712,0.003622073,0.004511464,0.002364094,0.002250665,0.002249919,0.001836433,0.00306081,0.007391187,0.006190812,0.003418433,0.004811168,0.011311379,0.000844239,0.000832553,0.000923606,0.001524189,0.002599753,0.002536259,0.004581388,0.004981967,0.006616388,0.005038723,0.000643767,0.001129632,0.001867,0.001047268,0.00062392,0.00498612,0.007872022,0.015742959,0.031255293,0.044220705,0.00267454,0.005130602,0.009733217,0.008587917,0.009000318,0.009073794,0.005944536,0.006072097,0.004674901,0.007233583,0.001790124,0.002059727,0.002382469,0.001084125,0.000528767,0.002040637,0.001996093,0.002774046,0.001411961,0.001095539,0.005121123,0.004092195,0.004802875,0.00408896,0.003379426,0.000304103,0.000333823,0.000444197,0.000236926,0.000110087,0.00440864,0.008719958,0.016690365,0.017766527,0.022711723,0.000376416,0.000514846,0.000748425,0.000474641,0.000374245,0.001286734,0.002003776,0.0020434,0.003011353,0.002808941,0.891374654,85,85.28068207,1397.610463,1326.007324,1195.60437,1964.835205,567.2247422,30472.90216,174.5648938,114.5758927,1.136234342,1.517698078,85.28710726,703.5060976,32.96328683,23.4575357,30.49334734,0.320987654,0.037037037,15.625,0.242861604,10651.9147,20364.55481,0.523061506,1,2
0:26/12/2019 11:51:34.890,270.2736, 5B,503962.7795,18880,19519,104,0.615384615,3192.767188,3194,3183,3201,9.7671875,22.77669943,4.772494047,4.1484375,-1.191786533,-0.301915822,0.009673802,0.004788949,0.002595705,0.003753848,0.005488591,0.002880724,0.002013373,0.001566128,0.002148431,0.003329859,0.004161893,0.00399869,0.003505858,0.005916953,0.01106503,0.001053107,0.001468867,0.001531626,0.001503916,0.00255519,0.00213987,0.002707731,0.003098935,0.004259999,0.004330117,0.000898815,0.001270187,0.001248994,0.000862496,0.000536024,0.004726039,0.006976651,0.010720897,0.027609171,0.038462733,0.002552021,0.004138092,0.004581832,0.006337925,0.00747446,0.015723871,0.009428961,0.00518274,0.005745245,0.007803245,0.003218443,0.001991042,0.001104126,0.000785241,0.000496356,0.005105485,0.002733544,0.001898402,0.0013398,0.001094452,0.010658085,0.005648499,0.003878072,0.004078826,0.003574192,0.000787847,0.000379413,0.000248873,0.00015903,0.000111627,0.003258818,0.007040932,0.011846042,0.012847043,0.016292963,0.000387625,0.000409103,0.000405705,0.000307413,0.000344246,0.001324751,0.001591095,0.001672099,0.002489159,0.001889592,0.901286651,85,85.28068207,1397.610463,1326.007324,1195.60437,1964.835205,567.2247422,30472.90216,174.5648938,114.5758927,1.136234342,1.517698078,85.28710726,703.5060976,32.96328683,23.4575357,30.49334734,0.320987654,0.037037037,15.625,0.242861604,10651.9147,20364.55481,0.523061506,1,2
0:26/12/2019 11:51:37.381,272.7644, 5B,503965.276,19200,19839,110,0.640909091,3183.164063,3184,3171,3194,12.1640625,43.1608348,6.569690617,5.5015625,-1.093700538,-0.256821651,0.007351135,0.004378652,0.002393045,0.002650113,0.002661555,0.002093952,0.001789744,0.001300291,0.00141625,0.001444857,0.001951741,0.002056659,0.002337145,0.003402486,0.003553019,0.000793083,0.001492875,0.001982822,0.001065208,0.001161555,0.002127639,0.002737417,0.002470935,0.002871936,0.002740098,0.000866951,0.001240189,0.001254468,0.00061473,0.000366361,0.003648833,0.004369614,0.006038784,0.015968771,0.016642373,0.003074311,0.00426854,0.004787741,0.004562045,0.004350828,0.01161771,0.008500022,0.004791215,0.00384197,0.003051719,0.002957609,0.002185221,0.001548448,0.00064657,0.000281513,0.004304095,0.003134523,0.002281147,0.000946063,0.00062825,0.009911005,0.005570383,0.004043472,0.003117572,0.002615448,0.000728201,0.000487715,0.00033359,0.000139455,6.92E-05,0.004746599,0.006235849,0.006036256,0.008887598,0.010603134,0.000335793,0.000418331,0.000489151,0.000311148,0.000226068,0.00079702,0.001264904,0.001284612,0.001665644,0.001385104,0.901010174,85,85.28068207,1397.610463,1326.007324,1195.60437,1964.835205,567.2247422,30472.90216,174.5648938,114.5758927,1.136234342,1.517698078,85.28710726,703.5060976,32.96328683,23.4575357,30.49334734,0.320987654,0.037037037,15.625,0.242861604,10651.9147,20364.55481,0.523061506,1,2
0:26/12/2019 11:51:39.894,275.2779, 5B,503967.7786,19520,20159,98,0.637755102,3172.559375,3172,3155,3185,17.559375,50.83527973,7.129886376,5.1625,0.35711436,-0.600393361,0.003172929,0.003148701,0.002543023,0.002677132,0.001726422,0.001396642,0.001798792,0.001310747,0.001309992,0.000894823,0.002698373,0.002933128,0.001950596,0.003529173,0.001952727,0.00080203,0.001154321,0.001629812,0.001172662,0.001053756,0.002133489,0.002671439,0.002405917,0.003941241,0.002477057,0.000622747,0.001225525,0.001452311,0.000824498,0.000453584,0.002810899,0.00606762,0.007942745,0.017197904,0.023513535,0.00259081,0.004118313,0.005293026,0.005478469,0.004129425,0.003835902,0.00368197,0.003441705,0.003644614,0.002217017,0.001395497,0.001731982,0.001402372,0.000764489,0.000279118,0.002064325,0.002424787,0.002071942,0.001121468,0.000576932,0.004055874,0.003210741,0.003154363,0.003232187,0.003112753,0.000390424,0.000430909,0.000349811,0.000182365,6.40E-05,0.005648556,0.008958306,0.008529641,0.012837957,0.010350511,0.00035897,0.000424171,0.000504611,0.000373914,0.000183449,0.000877958,0.001327999,0.001542641,0.001885101,0.001664931,0.892780168,85,85.28068207,1397.610463,1326.007324,1195.60437,1964.835205,567.2247422,30472.90216,174.5648938,114.5758927,1.136234342,1.517698078,85.28710726,703.5060976,32.96328683,23.4575357,30.49334734,0.320987654,0.037037037,15.625,0.242861604,10651.9147,20364.55481,0.523061506,1,2
0:26/12/2019 11:51:42.385,277.7688, 5B,503970.2754,19840,20479,84,0.595238095,3159.578125,3156,3148,3173,13.421875,79.40546753,8.910974555,7.890625,-1.699711161,0.300112628,0.004547344,0.002989984,0.002519959,0.003052095,0.002446137,0.002148137,0.001750774,0.001259262,0.001368331,0.001080147,0.005427281,0.004135965,0.002870317,0.003245147,0.002496301,0.000934489,0.00087256,0.001025064,0.00119488,0.001513004,0.002192401,0.00249799,0.002380333,0.004109521,0.002269911,0.000594847,0.001268175,0.001452226,0.000887074,0.000533515,0.003582331,0.007839736,0.010002372,0.023243217,0.04326047,0.001796526,0.003205842,0.003765431,0.00491335,0.004668275,0.004782455,0.003148317,0.002722729,0.00332424,0.002140455,0.001302651,0.001173248,0.000894047,0.000803925,0.000414556,0.001865832,0.001696256,0.001478973,0.001126074,0.000646811,0.005883806,0.004923487,0.003481622,0.003370633,0.002827159,0.000260561,0.000263115,0.000227685,0.000194048,9.58E-05,0.003346503,0.006020674,0.008055198,0.013133246,0.012937294,0.000315167,0.000324226,0.000362581,0.000348523,0.000246164,0.000889546,0.001093536,0.001406974,0.002033475,0.00185357,0.898537825,79,89.06381321,1398.495153,1347.252808,1197.802246,1945.054932,546.5597782,19512.46225,139.6870153,93.53794492,1.801128012,1.565396601,87.65150297,684.5290493,35.94195369,29.63633162,35.04427665,0.303030303,0.015151515,15.625,0.041181921,4631.352176,8490.702009,0.545461632,1,2
0:26/12/2019 11:51:44.886,280.2699, 5B,503972.7751,20160,20799,111,0.635135135,3151.078125,3151,3147,3158,6.921875,5.831132629,2.414773826,1.971875,-0.502013579,0.511551702,0.009104496,0.005061987,0.002720291,0.002823904,0.002136214,0.002193926,0.001685712,0.001285903,0.001297584,0.001355429,0.004828257,0.003528562,0.002993601,0.003652207,0.004440794,0.000888198,0.000927775,0.000806244,0.0012051,0.001826206,0.003220686,0.003994515,0.00436327,0.004228598,0.002830609,0.000685107,0.001047518,0.001162732,0.000676178,0.00049986,0.011199866,0.014881546,0.018392653,0.034249437,0.055344252,0.00188606,0.00275205,0.003857511,0.005081248,0.005382094,0.010491552,0.005906824,0.003211471,0.00220701,0.001634655,0.001770902,0.001547807,0.001123452,0.000769521,0.000394215,0.002878904,0.002415534,0.001414688,0.000879939,0.000553902,0.008765565,0.006280174,0.003416441,0.002927191,0.001883429,0.000463767,0.000519493,0.000397596,0.000180207,0.000112757,0.00352425,0.005436259,0.007775961,0.015615075,0.016999126,0.000422462,0.000396478,0.000376131,0.000399236,0.000333902,0.001596324,0.001816402,0.001759167,0.002632512,0.00230089,0.87356358,79,89.06381321,1398.495153,1347.252808,1197.802246,1945.054932,546.5597782,19512.46225,139.6870153,93.53794492,1.801128012,1.565396601,87.65150297,684.5290493,35.94195369,29.63633162,35.04427665,0.303030303,0.015151515,15.625,0.041181921,4631.352176,8490.702009,0.545461632,1,2
0:26/12/2019 11:51:47.389,282.773, 5B,503975.2774,20480,21119,112,0.633928571,3154.471875,3154,3147,3166,11.528125,28.31532668,5.321214775,4.3375,-0.81480736,0.530443343,0.009542319,0.00597446,0.003107877,0.002140696,0.001355142,0.002485622,0.002478323,0.001786177,0.001169902,0.001104476,0.004465759,0.00331388,0.002427396,0.003588,0.003752569,0.001062613,0.001318698,0.001078138,0.001159476,0.001591867,0.002739959,0.005721686,0.006680761,0.004355577,0.002708959,0.000855328,0.001869062,0.003174983,0.001323218,0.000492036,0.01150326,0.015186343,0.022895734,0.031188233,0.040652557,0.001839124,0.004715266,0.009272033,0.007170363,0.004683801,0.010115585,0.006343768,0.003532371,0.002198261,0.000949218,0.002524389,0.002865176,0.002206032,0.000814387,0.000267034,0.003774614,0.003462811,0.002075308,0.001049185,0.000489171,0.012550661,0.007901212,0.004466714,0.0030825,0.001789589,0.000623236,0.000758509,0.00058578,0.000182819,7.83E-05,0.004340968,0.0086294,0.012464955,0.017917091,0.014699596,0.000478499,0.000677478,0.000876687,0.000490126,0.000234507,0.001879556,0.003377746,0.003509767,0.002720534,0.002092173,0.880817071,79,89.06381321,1398.495153,1347.252808,1197.802246,1945.054932,546.5597782,19512.46225,139.6870153,93.53794492,1.801128012,1.565396601,87.65150297,684.5290493,35.94195369,29.63633162,35.04427665,0.303030303,0.015151515,15.625,0.041181921,4631.352176,8490.702009,0.545461632,1,2
0:26/12/2019 11:51:49.914,285.2985, 5B,503977.8007,20800,21439,80,0.61875,3158.59375,3158,3150,3166,8.59375,20.05379499,4.478146379,4.009375,-1.34314354,0.020739849,0.009320274,0.006818175,0.003445929,0.001741071,0.000889343,0.003320943,0.003084786,0.002141941,0.001345816,0.000757517,0.005441017,0.003979826,0.002601985,0.002322918,0.001996515,0.000887985,0.001556067,0.001664765,0.001594601,0.001330923,0.002680162,0.005126031,0.004540241,0.003441595,0.002322924,0.000963153,0.001069556,0.001221722,0.000953411,0.000686016,0.00383951,0.006850765,0.01228725,0.030306756,0.03456797,0.001272647,0.002904929,0.005504253,0.006462679,0.005275457,0.008845893,0.007522894,0.00391721,0.001862275,0.000759373,0.003583087,0.002810472,0.001875207,0.000714883,0.000301929,0.003715476,0.003519831,0.002296481,0.000877716,0.0004369,0.009188191,0.005955338,0.003637815,0.002784474,0.001781981,0.000468013,0.000502707,0.000407824,0.000162975,8.28E-05,0.003463037,0.008001028,0.011013943,0.015727505,0.013417809,0.000424408,0.000582714,0.000651537,0.000369348,0.000221321,0.001169594,0.002411964,0.002168485,0.002374984,0.002131813,0.881044809,79,89.06381321,1398.495153,1347.252808,1197.802246,1945.054932,546.5597782,19512.46225,139.6870153,93.53794492,1.801128012,1.565396601,87.65150297,684.5290493,35.94195369,29.63633162,35.04427665,0.303030303,0.015151515,15.625,0.041181921,4631.352176,8490.702009,0.545461632,1,2
0:26/12/2019 11:51:52.382,287.7659, 5B,503980.2751,21120,21759,76,0.598684211,3152.660938,3151,3143,3166,13.3390625,49.78313527,7.055716496,6.0296875,-1.203239212,0.47648566,0.007064492,0.005051196,0.003447078,0.001530555,0.000827327,0.00237352,0.00259478,0.0020961,0.001102808,0.000779686,0.004481844,0.004567804,0.003120831,0.002263346,0.002101925,0.000943477,0.001830196,0.002130619,0.001481728,0.001190935,0.003299986,0.005416298,0.004336231,0.002905845,0.002494024,0.000997199,0.001095222,0.001303148,0.000882584,0.000697057,0.002897035,0.00440573,0.007939343,0.025999263,0.030093446,0.001487229,0.003177648,0.004619098,0.005343297,0.005282278,0.007223447,0.00626403,0.003349614,0.001334266,0.000655387,0.001968043,0.001924805,0.001648512,0.000640645,0.000304815,0.002701354,0.002819805,0.002344697,0.000815299,0.000425831,0.004336128,0.003576341,0.002674499,0.002545484,0.001859655,0.000385016,0.000464813,0.00044703,0.000178009,8.06E-05,0.005285295,0.008559609,0.010124785,0.012346963,0.011129447,0.000487407,0.000801514,0.00069322,0.000309881,0.000225199,0.001323052,0.002165494,0.001967732,0.001909154,0.001921546,0.874067315,79,89.06381321,1398.495153,1347.252808,1197.802246,1945.054932,546.5597782,19512.46225,139.6870153,93.53794492,1.801128012,1.565396601,87.65150297,684.5290493,35.94195369,29.63633162,35.04427665,0.303030303,0.015151515,15.625,0.041181921,4631.352176,8490.702009,0.545461632,1,2
0:26/12/2019 11:51:54.888,290.2716, 5B,503982.7762,21440,22079,91,0.692307692,3146.159375,3146,3140,3152,6.159375,4.660005869,2.158704674,1.66875,0.013495932,-0.187004995,0.006092901,0.006219399,0.004486904,0.001553369,0.000653772,0.001947364,0.001967358,0.001755426,0.000878885,0.000558159,0.004214895,0.00462421,0.002960229,0.001752071,0.001340169,0.000858697,0.001584188,0.001852362,0.001057602,0.000675466,0.003709787,0.004840948,0.003756053,0.00217319,0.002193816,0.000955135,0.001204718,0.001279927,0.000729151,0.00050846,0.002844861,0.005409229,0.007441996,0.017321804,0.015769925,0.002570278,0.003921037,0.003958939,0.004768188,0.00429036,0.007770702,0.007200304,0.005591036,0.001625007,0.000590313,0.002219841,0.00238823,0.001997368,0.000759843,0.000235233,0.00317396,0.003165023,0.003472723,0.00106471,0.000438859,0.006320217,0.006016161,0.004887071,0.002420214,0.001643327,0.000369665,0.000375836,0.000373678,0.00017839,5.07E-05,0.00476313,0.005937461,0.0066992,0.009663851,0.010681859,0.000481053,0.000613378,0.000444451,0.000247291,0.000134063,0.001742472,0.003096294,0.00261426,0.001554356,0.001620851,0.888729443,79,89.06381321,1398.495153,1347.252808,1197.802246,1945.054932,546.5597782,19512.46225,139.6870153,93.53794492,1.801128012,1.565396601,87.65150297,684.5290493,35.94195369,29.63633162,35.04427665,0.303030303,0.015151515,15.625,0.041181921,4631.352176,8490.702009,0.545461632,1,2
0:26/12/2019 11:51:57.386,292.77, 5B,503985.2806,21760,22399,103,0.611650485,3142.432813,3141,3136,3149,6.5671875,13.64180115,3.693480899,3.2765625,-1.428139733,0.290706784,0.008388728,0.006449782,0.004698759,0.002169244,0.001480562,0.002966835,0.002457636,0.00210155,0.001070395,0.0009571,0.007294236,0.005602426,0.00338196,0.002496177,0.00240039,0.000931851,0.001672428,0.001765212,0.001565734,0.001308881,0.00338266,0.003820085,0.003537734,0.003846746,0.00297728,0.001266845,0.00174342,0.002240833,0.001025636,0.000649656,0.006978253,0.009900895,0.011854828,0.036965937,0.035512628,0.004196303,0.005772976,0.005250611,0.006602242,0.00671291,0.008080946,0.006501809,0.005263924,0.001875515,0.001071179,0.002973744,0.002490227,0.001945314,0.000817569,0.000319139,0.003382713,0.002938941,0.003123321,0.001062015,0.000514529,0.008388618,0.006245967,0.004652009,0.002568386,0.001641588,0.000365505,0.000310949,0.000402461,0.000192017,7.95E-05,0.006142704,0.006438165,0.009829272,0.014939876,0.022761951,0.000501546,0.000498562,0.000507279,0.000311384,0.000256295,0.001303739,0.002104429,0.002109778,0.002783275,0.002764028,0.90292288,79,89.06381321,1398.495153,1347.252808,1197.802246,1945.054932,546.5597782,19512.46225,139.6870153,93.53794492,1.801128012,1.565396601,87.65150297,684.5290493,35.94195369,29.63633162,35.04427665,0.303030303,0.015151515,15.625,0.041181921,4631.352176,8490.702009,0.545461632,1,2
