Date: Time,TimeSinceLoad(s),PPID,TimeStamp (Shimmer),Start,End,Peaks Number,Average Peak Amplitude,Mean,Median,Min Value,Max Value,Max Absolute Amplitude,Variance,Standard Deviation,Absolute Deviation,Kurtosis,Skewness,FP2 Theta,FP2 Alpha-Low,FP2 Alpha-High,FP2 Beta,FP2 Gamma,F4 Theta,F4 Alpha-Low,F4 Alpha-High,F4 Beta,F4 Gamma,F8 Theta,F8 Alpha-Low,F8 Alpha-High,F8 Beta,F8 Gamma,C4 Theta,C4 Alpha-Low,C4 Alpha-High,C4 Beta,C4 Gamma,P7 Theta,P7 Alpha-Low,P7 Alpha-High,P7 Beta,P7 Gamma,P4 Theta,P4 Alpha-Low,P4 Alpha-High,P4 Beta,P4 Gamma,P8 Theta,P8 Alpha-Low,P8 Alpha-High,P8 Beta,P8 Gamma,O2 Theta,O2 Alpha-Low,O2 Alpha-High,O2 Beta,O2 Gamma,FP1 Theta,FP1 Alpha-Low,FP1 Alpha-High,FP1 Beta,FP1 Gamma,Fz Theta,Fz Alpha-Low,Fz Alpha-High,Fz Beta,Fz Gamma,F3 Theta,F3 Alpha-Low,F3 Alpha-High,F3 Beta,F3 Gamma,F7 Theta,F7 Alpha-Low,F7 Alpha-High,F7 Beta,F7 Gamma,Cz Theta,Cz Alpha-Low,Cz Alpha-High,Cz Beta,Cz Gamma,O1 Theta,O1 Alpha-Low,O1 Alpha-High,O1 Beta,O1 Gamma,Pz Theta,Pz Alpha-Low,Pz Alpha-High,Pz Beta,Pz Gamma,P3 Theta,P3 Alpha-Low,P3 Alpha-High,P3 Beta,P3 Gamma,Mean PLF,Onsets,Average Heart Rate,Mean,Median,Min Value,Max Value,Max Absolute Amplitude,Variance,Standard Deviation,Absolute Deviation,Kurtosis,Skewness,BPM,IBI,SDNN,SDSD,RMSSD,PNN20,PNN50,HR_Mad,Breathing Rate,LF,HF,LF/HF,Past_experience,Label
0:26/12/2019 11:49:37.358,152.7424, 5B,503845.2505,3840,4479,93,0.634408602,3441.489063,3440,3432,3454,12.5109375,40.64463762,6.375314707,5.6015625,-1.288924717,0.356039206,0.008723392,0.005815963,0.004434752,0.002412365,0.001962712,0.003461024,0.00352235,0.002440871,0.001503167,0.001141661,0.006028647,0.005347331,0.003773028,0.002795676,0.002447897,0.001016059,0.00235121,0.003071785,0.001490972,0.00129816,0.002818287,0.003335558,0.003582825,0.004004634,0.002972732,0.000875481,0.001343439,0.001256166,0.000672718,0.000711734,0.004152714,0.006393634,0.008335382,0.012649978,0.014303992,0.003050622,0.004843774,0.005198277,0.004279409,0.005520078,0.01154644,0.006471308,0.0043148,0.003085972,0.002169489,0.003450395,0.002733432,0.001762163,0.000917283,0.000451729,0.004605143,0.003964095,0.002971788,0.001421745,0.000889999,0.011277965,0.00720097,0.004432343,0.003885152,0.002506801,0.000567796,0.000478598,0.000370406,0.000193999,0.000108324,0.005557225,0.007345647,0.01003533,0.009401044,0.010956523,0.00043978,0.000526386,0.000708824,0.000359303,0.000264413,0.001109988,0.001398679,0.001416598,0.00157996,0.001245077,0.892081641,83,85.89806635,1398.704976,1337.728882,1153.113525,1992.67395,593.9689743,27078.48769,164.5554244,109.738056,1.440659386,1.540791368,82.735363,725.2038043,38.04044534,14.30035934,26.23525799,0.523076923,0.046153846,23.4375,0.119983202,24694.74174,26828.61824,0.920462676,0,2
0:26/12/2019 11:49:39.863,155.2473, 5B,503847.7545,4160,4799,98,0.678571429,3433.064063,3433,3427,3441,7.9359375,11.25880037,3.355413592,2.8828125,-0.976229214,0.209525627,0.007484808,0.004987512,0.004787626,0.003559061,0.002868209,0.006373355,0.003064312,0.001583284,0.0026061,0.005024944,0.01020655,0.006572904,0.004765192,0.004852102,0.007394431,0.001725434,0.002544507,0.002355242,0.001898211,0.002399061,0.003052098,0.003412189,0.003889197,0.004807663,0.005394794,0.001769568,0.00155434,0.001599605,0.000803429,0.000703873,0.004022487,0.004713889,0.007890795,0.013165064,0.012514522,0.003372726,0.005343598,0.006710714,0.005045188,0.005879514,0.009971576,0.006783603,0.005274017,0.003593485,0.002596274,0.003033642,0.002367216,0.001458555,0.001221733,0.000832232,0.0056706,0.004337953,0.002660957,0.001418149,0.002084165,0.012869808,0.007823516,0.005511999,0.004757523,0.003261743,0.000590812,0.000504406,0.000316218,0.000280253,0.000187834,0.005021709,0.009415125,0.012292119,0.015058858,0.014464683,0.000571227,0.000569661,0.000801232,0.000523968,0.000420182,0.001418096,0.001565307,0.001912516,0.002524402,0.00250051,0.909489938,83,85.89806635,1398.704976,1337.728882,1153.113525,1992.67395,593.9689743,27078.48769,164.5554244,109.738056,1.440659386,1.540791368,82.735363,725.2038043,38.04044534,14.30035934,26.23525799,0.523076923,0.046153846,23.4375,0.119983202,24694.74174,26828.61824,0.920462676,0,2
0:26/12/2019 11:49:42.353,157.7373, 5B,503850.2434,4480,5119,97,0.649484536,3432.501563,3432,3427,3444,11.4984375,13.1987456,3.63300779,2.4921875,1.298677049,1.325901994,0.008146817,0.007829364,0.006859574,0.003060984,0.002607687,0.007060247,0.003644792,0.002380506,0.002753722,0.004775735,0.011781826,0.007778098,0.00536068,0.005303048,0.00728319,0.001979231,0.002677977,0.002724551,0.001871351,0.00199941,0.003028685,0.003294665,0.003180717,0.004343371,0.004292211,0.001787037,0.001368786,0.001663511,0.000855143,0.000532845,0.005569839,0.006810458,0.008566437,0.010912174,0.012769204,0.004087139,0.00478081,0.004987735,0.005038876,0.00434418,0.009860246,0.008849668,0.006990136,0.003160741,0.00208298,0.002874706,0.002616625,0.002350485,0.001275335,0.000726949,0.005114254,0.004045768,0.003129913,0.001409113,0.001774944,0.013011617,0.010125998,0.009253569,0.004845335,0.002524943,0.000566734,0.000519874,0.000435,0.000317871,0.000156627,0.005674915,0.010658905,0.011718217,0.01314815,0.013904104,0.000637606,0.000674133,0.000764962,0.000563231,0.000323347,0.001515885,0.00162057,0.001440203,0.002590514,0.002156156,0.890445959,83,85.89806635,1398.704976,1337.728882,1153.113525,1992.67395,593.9689743,27078.48769,164.5554244,109.738056,1.440659386,1.540791368,82.735363,725.2038043,38.04044534,14.30035934,26.23525799,0.523076923,0.046153846,23.4375,0.119983202,24694.74174,26828.61824,0.920462676,0,2
0:26/12/2019 11:49:44.856,160.2403, 5B,503852.75,4800,5439,108,0.675925926,3439.45625,3442,3430,3448,9.45625,29.83532864,5.46217252,4.803125,-1.56062449,-0.321566337,0.009495232,0.00843309,0.006624323,0.002460614,0.001938337,0.002569487,0.002447797,0.002276616,0.001743431,0.001090639,0.00674604,0.005035649,0.004294864,0.00386036,0.003120655,0.001254331,0.002314576,0.002809213,0.001634146,0.001205497,0.001898789,0.003628228,0.004316524,0.004097062,0.002533533,0.00128724,0.001567378,0.001886816,0.000914563,0.000491226,0.004900436,0.007851016,0.00856029,0.014723785,0.018844277,0.002874365,0.00471515,0.006090587,0.005431543,0.003557018,0.012954344,0.009414232,0.007924693,0.003438137,0.002156826,0.001922696,0.002463997,0.003045005,0.001053306,0.000308143,0.002484242,0.003054832,0.003389216,0.001297734,0.000471776,0.011804936,0.009818716,0.008181031,0.003640068,0.001556478,0.000469059,0.000439098,0.000456145,0.00023327,7.24E-05,0.003823671,0.007660201,0.009626263,0.010094505,0.008863988,0.000422003,0.000555579,0.000671514,0.000482104,0.000178443,0.00099459,0.001644743,0.00180181,0.002269369,0.001547166,0.885263427,83,85.89806635,1398.704976,1337.728882,1153.113525,1992.67395,593.9689743,27078.48769,164.5554244,109.738056,1.440659386,1.540791368,82.735363,725.2038043,38.04044534,14.30035934,26.23525799,0.523076923,0.046153846,23.4375,0.119983202,24694.74174,26828.61824,0.920462676,0,2
0:26/12/2019 11:49:47.357,162.7413, 5B,503855.2504,5120,5759,99,0.691919192,3440.579688,3441,3431,3448,9.5796875,18.61648817,4.314682858,3.6078125,-0.84377287,-0.518294079,0.005067074,0.005145541,0.00427192,0.002559115,0.00147852,0.001465635,0.001750381,0.001638963,0.001370661,0.000802916,0.003765357,0.003112421,0.002894838,0.002438245,0.002032229,0.001236615,0.00241072,0.003051671,0.001254675,0.000830078,0.001596704,0.002690627,0.00352088,0.002721865,0.002290004,0.001369249,0.001598494,0.001746055,0.000787834,0.000493699,0.003897534,0.005898967,0.006613467,0.012394263,0.014637683,0.002365653,0.004529731,0.00752921,0.006495275,0.004576375,0.008218753,0.007894913,0.007425279,0.002807594,0.001404523,0.001289072,0.001958114,0.001959778,0.000904219,0.000376268,0.001595469,0.002792389,0.002732217,0.001007092,0.000540665,0.005014859,0.005826079,0.005371311,0.003142845,0.001739624,0.000443133,0.000462441,0.0003356,0.000173301,9.43E-05,0.003490334,0.006741021,0.00994889,0.010828682,0.009256617,0.000375203,0.000442166,0.000535004,0.000426111,0.00020817,0.000759275,0.001434519,0.002129758,0.001959714,0.001365174,0.884581268,83,85.89806635,1398.704976,1337.728882,1153.113525,1992.67395,593.9689743,27078.48769,164.5554244,109.738056,1.440659386,1.540791368,82.735363,725.2038043,38.04044534,14.30035934,26.23525799,0.523076923,0.046153846,23.4375,0.119983202,24694.74174,26828.61824,0.920462676,0,2
0:26/12/2019 11:49:49.860,165.2432, 5B,503857.7508,5440,6079,92,0.635869565,3431.98125,3431,3422,3442,10.01875,34.07163537,5.837091345,5.071875,-1.264146323,0.058117122,0.006188369,0.00514044,0.003655117,0.001968051,0.00129737,0.002691585,0.002609749,0.001950312,0.001058329,0.000709661,0.005582826,0.004151106,0.002674409,0.001834093,0.001495376,0.001182051,0.002753384,0.003508493,0.000942141,0.000511958,0.001650408,0.00230052,0.002964485,0.002860861,0.002007717,0.000926672,0.001110816,0.001087733,0.000771314,0.000512379,0.003144149,0.0037611,0.00442807,0.009091158,0.010339385,0.003066964,0.003524287,0.005260819,0.005662147,0.005111709,0.006837074,0.006888132,0.005719761,0.002173262,0.001219379,0.001910393,0.002269446,0.001552092,0.000774276,0.000361404,0.002171599,0.002850406,0.002149394,0.000942406,0.000488218,0.005273603,0.005399302,0.003995598,0.00276636,0.001672666,0.000357918,0.000409787,0.000285087,0.000159773,8.80E-05,0.003985023,0.004881915,0.006780112,0.008257433,0.008291696,0.000379328,0.000460572,0.000449123,0.000301739,0.000182896,0.000968829,0.001325335,0.001706421,0.001493743,0.001344008,0.891114736,83,85.89806635,1398.704976,1337.728882,1153.113525,1992.67395,593.9689743,27078.48769,164.5554244,109.738056,1.440659386,1.540791368,82.735363,725.2038043,38.04044534,14.30035934,26.23525799,0.523076923,0.046153846,23.4375,0.119983202,24694.74174,26828.61824,0.920462676,0,2
0:26/12/2019 11:49:52.353,167.7369, 5B,503860.2461,5760,6399,97,0.634020619,3423.28125,3423,3415,3432,8.71875,19.59213615,4.426300504,3.70625,-1.070086585,0.201163439,0.0118688,0.006028966,0.004915798,0.002937888,0.004067343,0.008809865,0.005561662,0.003914889,0.004438037,0.013313255,0.011877417,0.004837562,0.002923376,0.006991661,0.018227152,0.001967126,0.0028639,0.003458596,0.002845966,0.002098222,0.002651843,0.003456385,0.004584344,0.003480498,0.002378631,0.000868432,0.001134973,0.0012974,0.000984079,0.000582567,0.003273193,0.003624385,0.005477469,0.008961018,0.011155938,0.003002186,0.00464762,0.007421897,0.006449967,0.004424462,0.010479352,0.006991598,0.005324649,0.002661108,0.001880758,0.003433015,0.002353502,0.001523187,0.001692437,0.000973184,0.006737275,0.005096909,0.003460271,0.00318831,0.004463962,0.009435153,0.008275784,0.007604866,0.005009734,0.007744065,0.000573436,0.000591078,0.000424511,0.00033952,0.000189168,0.004898414,0.008084911,0.01072934,0.010836605,0.011049421,0.000513269,0.000660997,0.000640249,0.000378492,0.000293442,0.001428597,0.001904462,0.001781798,0.001849829,0.001569459,0.889964855,83,85.89806635,1398.704976,1337.728882,1153.113525,1992.67395,593.9689743,27078.48769,164.5554244,109.738056,1.440659386,1.540791368,82.735363,725.2038043,38.04044534,14.30035934,26.23525799,0.523076923,0.046153846,23.4375,0.119983202,24694.74174,26828.61824,0.920462676,0,2
0:26/12/2019 11:49:54.864,170.2484, 5B,503862.7525,6080,6719,114,0.649122807,3416.446875,3417,3410,3425,8.553125,14.15053795,3.761720079,3.2375,-1.101534453,0.202215239,0.010923969,0.00536124,0.00495015,0.002867777,0.003910471,0.008121533,0.00485587,0.003597561,0.004389437,0.013346509,0.009840107,0.004041434,0.003247479,0.007107858,0.018116382,0.001932271,0.002248615,0.002983352,0.002994503,0.002144715,0.002609436,0.003712846,0.004446146,0.00275707,0.002179368,0.001259154,0.001528676,0.001426394,0.001090586,0.000575589,0.002810629,0.004450739,0.006499859,0.008578857,0.009910455,0.002806551,0.005618626,0.00652893,0.005955901,0.003850705,0.011551168,0.007602872,0.005456206,0.002561443,0.001778318,0.002951711,0.002014914,0.00160442,0.001560801,0.000944064,0.006813341,0.004946294,0.003320009,0.003178304,0.004431366,0.011569953,0.008784014,0.00732922,0.00494516,0.007639977,0.000598107,0.000528514,0.000314499,0.000289725,0.000184612,0.004950028,0.010342792,0.013870566,0.010765266,0.010426878,0.00054719,0.000660329,0.000562251,0.000349292,0.000279584,0.00126367,0.001808736,0.001644452,0.001764114,0.0013738,0.88944998,83,85.89806635,1398.704976,1337.728882,1153.113525,1992.67395,593.9689743,27078.48769,164.5554244,109.738056,1.440659386,1.540791368,82.735363,725.2038043,38.04044534,14.30035934,26.23525799,0.523076923,0.046153846,23.4375,0.119983202,24694.74174,26828.61824,0.920462676,0,2
0:26/12/2019 11:49:57.366,172.7502, 5B,503865.2504,6400,7039,112,0.678571429,3412.789063,3413,3409,3418,5.2109375,2.626797242,1.620739721,1.2734375,0.194733697,0.667120923,0.010525315,0.006837248,0.003369627,0.001484287,0.000757087,0.002949992,0.002107569,0.001613196,0.000877005,0.000523717,0.006125089,0.004206149,0.002852574,0.001843694,0.001175915,0.000756835,0.001500597,0.00239796,0.00090902,0.000391038,0.001574391,0.00248784,0.002755309,0.002015572,0.001732972,0.000912692,0.001412998,0.001105231,0.000727309,0.000504863,0.001609029,0.00261673,0.004139336,0.005133165,0.00607555,0.00278163,0.004343507,0.003441755,0.002793285,0.003040733,0.015314925,0.011813865,0.005057103,0.001654384,0.000897157,0.00193001,0.001572341,0.001133696,0.000617503,0.000246773,0.002881501,0.002482356,0.001391405,0.00104504,0.000402019,0.008777596,0.00653062,0.003497054,0.002287911,0.001045717,0.00034727,0.000242328,0.000185949,0.000137891,5.82E-05,0.003058088,0.005934285,0.007302851,0.005871541,0.006053792,0.000430449,0.000567726,0.000397902,0.000195829,0.0001083,0.000615849,0.000962376,0.001245893,0.001150166,0.000873871,0.892888868,84,86.63971637,1401.095563,1336.996338,1195.60437,1925.27478,524.1792173,26662.62543,163.286942,108.4944476,1.200850509,1.519077929,84.59199504,709.2869718,47.61944602,13.10075763,21.78094634,0.409090909,0.015151515,39.0625,0.05961015,11826.49175,13703.27704,0.863041133,0,2
0:26/12/2019 11:49:59.865,175.2491, 5B,503867.7501,6720,7359,100,0.655,3409.192188,3410,3402,3415,7.1921875,13.35424247,3.654345696,3.1546875,-1.276230911,-0.32797489,0.015745995,0.009174771,0.005159928,0.001890395,0.001243935,0.005059978,0.003172221,0.002076524,0.000932435,0.000719577,0.00836008,0.006718718,0.003629263,0.001640584,0.002019673,0.001505042,0.001450774,0.001436082,0.000742703,0.000655887,0.003417441,0.003677531,0.002658408,0.002093836,0.002099541,0.001133835,0.001225141,0.001005959,0.000902082,0.000455555,0.046286516,0.0165459,0.006475898,0.008916219,0.009834278,0.011395263,0.006030951,0.006269911,0.004909134,0.003555423,0.014065884,0.012746061,0.007151478,0.002660338,0.001382515,0.003075424,0.002241617,0.001712243,0.00088222,0.00032608,0.003256237,0.00349985,0.00220629,0.001229212,0.000545499,0.01159776,0.009104502,0.005770765,0.002708674,0.001434751,0.000810457,0.00050302,0.000342279,0.000194641,6.82E-05,0.003568251,0.004801403,0.0072093,0.006448511,0.004282839,0.001252585,0.000797769,0.000616608,0.000326562,0.00011653,0.001037266,0.001657605,0.001363717,0.001171824,0.000784835,0.917484783,84,86.63971637,1401.095563,1336.996338,1195.60437,1925.27478,524.1792173,26662.62543,163.286942,108.4944476,1.200850509,1.519077929,84.59199504,709.2869718,47.61944602,13.10075763,21.78094634,0.409090909,0.015151515,39.0625,0.05961015,11826.49175,13703.27704,0.863041133,0,2
0:26/12/2019 11:50:02.359,177.7432, 5B,503870.2524,7040,7679,102,0.62254902,3403.690625,3403,3398,3411,7.309375,9.350146714,3.05780096,2.44375,-0.544080624,0.590488357,0.015097534,0.007063457,0.004807085,0.002388836,0.001608072,0.004871018,0.002903957,0.002372867,0.001118168,0.000847844,0.009889647,0.006154157,0.004408883,0.002665933,0.002261732,0.001515406,0.001109028,0.000791472,0.000866673,0.00096056,0.003843789,0.003762309,0.002833647,0.002965129,0.002020808,0.001590643,0.001518888,0.001226512,0.000945841,0.000501007,0.048541809,0.019357259,0.008373602,0.014006461,0.015576068,0.011939599,0.007819695,0.007895953,0.006563429,0.005044481,0.009150221,0.005937756,0.005344941,0.003710202,0.002268137,0.002833941,0.002412713,0.00228132,0.000939459,0.000422112,0.002968964,0.003407587,0.002668413,0.001229183,0.000713032,0.010379337,0.008493014,0.006140212,0.003222668,0.001990779,0.000831176,0.000543638,0.00038382,0.000206133,0.000105539,0.005508658,0.008592647,0.008470757,0.009590864,0.006485955,0.001321727,0.000747652,0.000628198,0.000423549,0.000232329,0.001450874,0.001751366,0.00144403,0.00153435,0.000931786,0.916178573,84,86.63971637,1401.095563,1336.996338,1195.60437,1925.27478,524.1792173,26662.62543,163.286942,108.4944476,1.200850509,1.519077929,84.59199504,709.2869718,47.61944602,13.10075763,21.78094634,0.409090909,0.015151515,39.0625,0.05961015,11826.49175,13703.27704,0.863041133,0,2
0:26/12/2019 11:50:04.861,180.2452, 5B,503872.75,7360,7999,103,0.660194175,3400.115625,3400,3396,3405,4.884375,2.956875978,1.719556913,1.3375,-0.446315811,0.225885491,0.012267348,0.006640686,0.006429845,0.002822842,0.001215542,0.004713914,0.004351942,0.003998072,0.001541906,0.000803209,0.011151206,0.008038314,0.006461569,0.003387551,0.00205768,0.001709601,0.001161799,0.000943226,0.00089136,0.000894776,0.002339284,0.003260484,0.003249325,0.003119001,0.001827807,0.001206462,0.001653797,0.001413345,0.000955255,0.000550334,0.006113708,0.007818042,0.007389074,0.013598488,0.015905542,0.003603563,0.00652409,0.008007682,0.006252625,0.005374245,0.011730305,0.006800181,0.00727577,0.003397092,0.001985129,0.002948437,0.003255422,0.003213664,0.000986008,0.000458482,0.002750753,0.00357412,0.003423207,0.00122972,0.000686626,0.006095932,0.005962273,0.005099394,0.002571114,0.001550906,0.000628642,0.000599227,0.000539439,0.000239259,0.000110606,0.005022457,0.010518455,0.011509623,0.011207381,0.010913045,0.000658751,0.000721174,0.000892599,0.000448834,0.000331149,0.001492476,0.001742495,0.001588912,0.00145482,0.001169671,0.896452863,84,86.63971637,1401.095563,1336.996338,1195.60437,1925.27478,524.1792173,26662.62543,163.286942,108.4944476,1.200850509,1.519077929,84.59199504,709.2869718,47.61944602,13.10075763,21.78094634,0.409090909,0.015151515,39.0625,0.05961015,11826.49175,13703.27704,0.863041133,0,2
0:26/12/2019 11:50:07.364,182.7472, 5B,503875.2514,7680,8319,103,0.708737864,3394.651563,3397,3383,3402,11.6515625,27.49811962,5.243864951,4.3296875,-1.010057368,-0.649451355,0.010930356,0.008733288,0.007610502,0.002537451,0.002783867,0.011526393,0.010004037,0.005352675,0.005116467,0.008091401,0.012016416,0.009632129,0.007379668,0.007597428,0.007337444,0.002788506,0.002259278,0.002158801,0.001925148,0.002990432,0.002743287,0.004305454,0.005294619,0.004697742,0.002625592,0.001277413,0.001457396,0.001158538,0.000899362,0.000662589,0.005683316,0.006415409,0.006892089,0.00985758,0.010440424,0.00381059,0.005105402,0.00628006,0.005910445,0.004384993,0.013986919,0.013430016,0.00999279,0.002667648,0.001766969,0.005437406,0.00538166,0.003790073,0.001293279,0.000980229,0.012331397,0.008977869,0.00507867,0.003823837,0.003188894,0.022144674,0.020414186,0.010222774,0.004013707,0.004685156,0.001044511,0.000893815,0.000602337,0.000296428,0.000184835,0.003656405,0.006888932,0.011719868,0.010657,0.010479946,0.000666159,0.000912131,0.001075393,0.000493102,0.000326618,0.00142684,0.002453887,0.002548747,0.001627987,0.00107151,0.885732399,84,86.63971637,1401.095563,1336.996338,1195.60437,1925.27478,524.1792173,26662.62543,163.286942,108.4944476,1.200850509,1.519077929,84.59199504,709.2869718,47.61944602,13.10075763,21.78094634,0.409090909,0.015151515,39.0625,0.05961015,11826.49175,13703.27704,0.863041133,0,2
0:26/12/2019 11:50:09.865,185.2495, 5B,503877.7554,8000,8639,92,0.630434783,3384.3,3384,3373,3399,14.7,51.18059468,7.154061411,6.1125,-1.097387104,0.18587338,0.01447133,0.007417434,0.004721697,0.001918589,0.00274707,0.009727535,0.007994483,0.003722986,0.004752611,0.008054314,0.010017993,0.008116673,0.006129779,0.007279477,0.007156427,0.00211649,0.002837648,0.003380286,0.002144521,0.003011038,0.003619372,0.004983587,0.006257064,0.004081333,0.002279767,0.001280551,0.001560504,0.001253562,0.000669242,0.000686611,0.004510912,0.005355396,0.006348117,0.008803887,0.007522769,0.004756096,0.006889925,0.006424306,0.005640018,0.004183328,0.019454596,0.010865984,0.005576379,0.002085562,0.001414936,0.00369125,0.003567631,0.002195882,0.001081269,0.000888578,0.010964141,0.006812691,0.003859137,0.003646641,0.003139564,0.021662681,0.017709701,0.0082952,0.003955891,0.004689049,0.000623139,0.000620297,0.000384357,0.000231911,0.000175035,0.004121409,0.008088356,0.011354876,0.008973712,0.008415984,0.00047613,0.000752608,0.000898957,0.00039575,0.000256835,0.001344516,0.00259339,0.003032594,0.001586955,0.00106458,0.864619425,84,86.63971637,1401.095563,1336.996338,1195.60437,1925.27478,524.1792173,26662.62543,163.286942,108.4944476,1.200850509,1.519077929,84.59199504,709.2869718,47.61944602,13.10075763,21.78094634,0.409090909,0.015151515,39.0625,0.05961015,11826.49175,13703.27704,0.863041133,0,2
0:26/12/2019 11:50:12.357,187.7406, 5B,503880.2507,8320,8959,102,0.676470588,3381.548438,3377,3371,3435,53.4515625,164.9334874,12.84264332,7.3921875,5.007561659,2.335432178,0.024221512,0.012179406,0.005638695,0.001760848,0.000823973,0.003580004,0.003459828,0.002592067,0.001246871,0.000760268,0.008020316,0.006064021,0.004552032,0.002265044,0.00208704,0.00122289,0.003631564,0.004988204,0.001479354,0.000831903,0.003622474,0.005689063,0.004593518,0.001997322,0.001492004,0.001616059,0.001801178,0.001611498,0.000801245,0.00044879,0.004542527,0.006201767,0.007454464,0.011699306,0.009760513,0.006133213,0.006733954,0.005886206,0.003953441,0.003761215,0.03953229,0.017148131,0.006627517,0.001843092,0.000559609,0.003413204,0.003344072,0.001780433,0.000840713,0.000273461,0.005813105,0.003925107,0.002706883,0.00110848,0.000409072,0.016874724,0.009768333,0.005090712,0.001923066,0.001107797,0.000630786,0.000633353,0.000378067,0.000154735,6.46E-05,0.004792303,0.008445395,0.009764048,0.006686543,0.006077176,0.000749568,0.000849465,0.000860642,0.000307306,0.000140417,0.001433548,0.002633215,0.002872586,0.001105217,0.000946297,0.886429905,84,86.63971637,1401.095563,1336.996338,1195.60437,1925.27478,524.1792173,26662.62543,163.286942,108.4944476,1.200850509,1.519077929,84.59199504,709.2869718,47.61944602,13.10075763,21.78094634,0.409090909,0.015151515,39.0625,0.05961015,11826.49175,13703.27704,0.863041133,0,2
0:26/12/2019 11:50:14.858,190.2422, 5B,503882.7515,8640,9279,109,0.743119266,3425.23125,3435.5,3371,3475,54.23125,1813.677269,42.58729,40.353125,-1.793096501,-0.138925347,0.015554193,0.011670894,0.004507509,0.00177785,0.000848194,0.003459829,0.003285285,0.002076545,0.001290434,0.001002409,0.006462202,0.005259424,0.003289372,0.001919847,0.002061066,0.001140517,0.002981075,0.003948459,0.001376798,0.001138011,0.002354132,0.004364883,0.00311699,0.001758571,0.001850338,0.001239566,0.00136993,0.001547535,0.001093891,0.000431594,0.003727807,0.005225757,0.007665983,0.014391058,0.012872417,0.004733689,0.005438087,0.006074547,0.00566302,0.003603334,0.027484066,0.016749243,0.005969219,0.002098652,0.00062288,0.003258451,0.002650517,0.001568058,0.000990336,0.000371859,0.00517999,0.003416839,0.002259704,0.001408396,0.000436519,0.012361096,0.008312052,0.00433239,0.002162652,0.001216305,0.00046858,0.000421925,0.000331813,0.000187732,8.37E-05,0.004522539,0.006220558,0.007537296,0.007143139,0.006719784,0.000692478,0.000728047,0.000750105,0.000382434,0.000176886,0.000848474,0.001795325,0.001894315,0.001013141,0.001004162,0.889509698,84,86.63971637,1401.095563,1336.996338,1195.60437,1925.27478,524.1792173,26662.62543,163.286942,108.4944476,1.200850509,1.519077929,84.59199504,709.2869718,47.61944602,13.10075763,21.78094634,0.409090909,0.015151515,39.0625,0.05961015,11826.49175,13703.27704,0.863041133,0,2
0:26/12/2019 11:50:17.360,192.7442, 5B,503885.2483,8960,9599,97,0.701030928,3460.276563,3459,3436,3475,24.2765625,71.50242322,8.455910549,6.7421875,-0.568206031,-0.076971288,0.004124335,0.004350735,0.002543968,0.001365864,0.000609785,0.001691842,0.001841729,0.001249867,0.001010695,0.000774007,0.002884671,0.003043028,0.002251851,0.001840136,0.001554585,0.000602006,0.00136158,0.001838382,0.000975301,0.000853491,0.00117671,0.002049464,0.001823767,0.002039923,0.001612367,0.00046996,0.000736361,0.000986334,0.000856479,0.000329418,0.002291101,0.002897066,0.004617763,0.010796805,0.010625574,0.001930561,0.003395022,0.004478777,0.004463172,0.002225564,0.005475586,0.006087189,0.003576963,0.001541087,0.000499866,0.001254463,0.001583969,0.001319745,0.000820483,0.000301869,0.00185267,0.002033362,0.001662378,0.001205794,0.000368166,0.004451694,0.004104953,0.003217392,0.002229733,0.00101257,0.000248902,0.000267863,0.000255934,0.000170603,6.79E-05,0.002844954,0.004914363,0.006265988,0.006758544,0.007293982,0.000258852,0.000336588,0.000402846,0.000294679,0.00015486,0.000659185,0.001137735,0.001105743,0.001162046,0.000940285,0.888737904,84,86.63971637,1401.095563,1336.996338,1195.60437,1925.27478,524.1792173,26662.62543,163.286942,108.4944476,1.200850509,1.519077929,84.59199504,709.2869718,47.61944602,13.10075763,21.78094634,0.409090909,0.015151515,39.0625,0.05961015,11826.49175,13703.27704,0.863041133,0,2
